availability_id,vendor_equipment_id,availability_date,total_quantity,reserved_quantity,available_quantity,out_of_service_quantity,availability_status,source_system,correlation_id,created_at
AVL-VEQ-01-01-20260911,VEQ-01-01,2026-09-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260911,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260912,VEQ-01-01,2026-09-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260912,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260913,VEQ-01-01,2026-09-13,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260913,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260914,VEQ-01-01,2026-09-14,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260914,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260915,VEQ-01-01,2026-09-15,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260915,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260916,VEQ-01-01,2026-09-16,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260916,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260917,VEQ-01-01,2026-09-17,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260917,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260918,VEQ-01-01,2026-09-18,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260918,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260919,VEQ-01-01,2026-09-19,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260919,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260920,VEQ-01-01,2026-09-20,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260920,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260921,VEQ-01-01,2026-09-21,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260921,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260922,VEQ-01-01,2026-09-22,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260922,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260923,VEQ-01-01,2026-09-23,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260923,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260924,VEQ-01-01,2026-09-24,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260924,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260925,VEQ-01-01,2026-09-25,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260925,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260926,VEQ-01-01,2026-09-26,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260926,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260927,VEQ-01-01,2026-09-27,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260927,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260928,VEQ-01-01,2026-09-28,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260928,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260929,VEQ-01-01,2026-09-29,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260929,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20260930,VEQ-01-01,2026-09-30,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20260930,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261001,VEQ-01-01,2026-10-01,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261001,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261002,VEQ-01-01,2026-10-02,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261002,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261003,VEQ-01-01,2026-10-03,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261003,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261004,VEQ-01-01,2026-10-04,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261004,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261005,VEQ-01-01,2026-10-05,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261005,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261006,VEQ-01-01,2026-10-06,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261006,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261007,VEQ-01-01,2026-10-07,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261007,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261008,VEQ-01-01,2026-10-08,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261008,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261009,VEQ-01-01,2026-10-09,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261009,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261010,VEQ-01-01,2026-10-10,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261010,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261011,VEQ-01-01,2026-10-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261011,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261012,VEQ-01-01,2026-10-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261012,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261013,VEQ-01-01,2026-10-13,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261013,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261014,VEQ-01-01,2026-10-14,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261014,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261015,VEQ-01-01,2026-10-15,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261015,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261016,VEQ-01-01,2026-10-16,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261016,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261017,VEQ-01-01,2026-10-17,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261017,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261018,VEQ-01-01,2026-10-18,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261018,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261019,VEQ-01-01,2026-10-19,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261019,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261020,VEQ-01-01,2026-10-20,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261020,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261021,VEQ-01-01,2026-10-21,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261021,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261022,VEQ-01-01,2026-10-22,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261022,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261023,VEQ-01-01,2026-10-23,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261023,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261024,VEQ-01-01,2026-10-24,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261024,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261025,VEQ-01-01,2026-10-25,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261025,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261026,VEQ-01-01,2026-10-26,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261026,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261027,VEQ-01-01,2026-10-27,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261027,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261028,VEQ-01-01,2026-10-28,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261028,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261029,VEQ-01-01,2026-10-29,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261029,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261030,VEQ-01-01,2026-10-30,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261030,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261031,VEQ-01-01,2026-10-31,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261031,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261101,VEQ-01-01,2026-11-01,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261101,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261102,VEQ-01-01,2026-11-02,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261102,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261103,VEQ-01-01,2026-11-03,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261103,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261104,VEQ-01-01,2026-11-04,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261104,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261105,VEQ-01-01,2026-11-05,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261105,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261106,VEQ-01-01,2026-11-06,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261106,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261107,VEQ-01-01,2026-11-07,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261107,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261108,VEQ-01-01,2026-11-08,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261108,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261109,VEQ-01-01,2026-11-09,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261109,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261110,VEQ-01-01,2026-11-10,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261110,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261111,VEQ-01-01,2026-11-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261111,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261112,VEQ-01-01,2026-11-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261112,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261113,VEQ-01-01,2026-11-13,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261113,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261114,VEQ-01-01,2026-11-14,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261114,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261115,VEQ-01-01,2026-11-15,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261115,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261116,VEQ-01-01,2026-11-16,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261116,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261117,VEQ-01-01,2026-11-17,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261117,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261118,VEQ-01-01,2026-11-18,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261118,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261119,VEQ-01-01,2026-11-19,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261119,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261120,VEQ-01-01,2026-11-20,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261120,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261121,VEQ-01-01,2026-11-21,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261121,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261122,VEQ-01-01,2026-11-22,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261122,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261123,VEQ-01-01,2026-11-23,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261123,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261124,VEQ-01-01,2026-11-24,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261124,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261125,VEQ-01-01,2026-11-25,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261125,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261126,VEQ-01-01,2026-11-26,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261126,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261127,VEQ-01-01,2026-11-27,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261127,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261128,VEQ-01-01,2026-11-28,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261128,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261129,VEQ-01-01,2026-11-29,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261129,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261130,VEQ-01-01,2026-11-30,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261130,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261201,VEQ-01-01,2026-12-01,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261201,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261202,VEQ-01-01,2026-12-02,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261202,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261203,VEQ-01-01,2026-12-03,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261203,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261204,VEQ-01-01,2026-12-04,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261204,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261205,VEQ-01-01,2026-12-05,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261205,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261206,VEQ-01-01,2026-12-06,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261206,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261207,VEQ-01-01,2026-12-07,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261207,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261208,VEQ-01-01,2026-12-08,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261208,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261209,VEQ-01-01,2026-12-09,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261209,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261210,VEQ-01-01,2026-12-10,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261210,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261211,VEQ-01-01,2026-12-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261211,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261212,VEQ-01-01,2026-12-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261212,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261213,VEQ-01-01,2026-12-13,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261213,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261214,VEQ-01-01,2026-12-14,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261214,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261215,VEQ-01-01,2026-12-15,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261215,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261216,VEQ-01-01,2026-12-16,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261216,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261217,VEQ-01-01,2026-12-17,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261217,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261218,VEQ-01-01,2026-12-18,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261218,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261219,VEQ-01-01,2026-12-19,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261219,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261220,VEQ-01-01,2026-12-20,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261220,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261221,VEQ-01-01,2026-12-21,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261221,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261222,VEQ-01-01,2026-12-22,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261222,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261223,VEQ-01-01,2026-12-23,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261223,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261224,VEQ-01-01,2026-12-24,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261224,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261225,VEQ-01-01,2026-12-25,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261225,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261226,VEQ-01-01,2026-12-26,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261226,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261227,VEQ-01-01,2026-12-27,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261227,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261228,VEQ-01-01,2026-12-28,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261228,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261229,VEQ-01-01,2026-12-29,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261229,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261230,VEQ-01-01,2026-12-30,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261230,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20261231,VEQ-01-01,2026-12-31,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20261231,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270101,VEQ-01-01,2027-01-01,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270101,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270102,VEQ-01-01,2027-01-02,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270102,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270103,VEQ-01-01,2027-01-03,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270103,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270104,VEQ-01-01,2027-01-04,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270104,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270105,VEQ-01-01,2027-01-05,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270105,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270106,VEQ-01-01,2027-01-06,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270106,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270107,VEQ-01-01,2027-01-07,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270107,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270108,VEQ-01-01,2027-01-08,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270108,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270109,VEQ-01-01,2027-01-09,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270109,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270110,VEQ-01-01,2027-01-10,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270110,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270111,VEQ-01-01,2027-01-11,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270111,2026-08-09T12:00:00Z
AVL-VEQ-01-01-20270112,VEQ-01-01,2027-01-12,1,0,1,0,Available,EquipmentRENTAL_LCversion,ER-AVAIL-20270112,2026-08-09T12:00:00Z
