event_id,contract_id,event_type,event_timestamp,performed_by_staff_id,old_end_date,new_end_date,reason_code,notes,source_system,source_event_id,created_at,updated_at,correlation_id
RLE-000010-3,RC-2026-0010,Return,2024-11-26T12:00:00Z,STF-005,,,,Return event for RC-2026-0010,EquipmentRENTAL_LCversion,ER-2026-000010-3,2024-11-26T12:00:00Z,2024-11-26T12:00:00Z,ER-2026-000010
RLE-000011-1,RC-2026-0011,Rent,2024-11-07T12:00:00Z,STF-009,,,,Rent event for RC-2026-0011,EquipmentRENTAL_LCversion,ER-2026-000011-1,2024-11-07T12:00:00Z,2024-11-07T12:00:00Z,ER-2026-000011
RLE-000011-2,RC-2026-0011,Return Requested,2024-12-10T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0011,EquipmentRENTAL_LCversion,ER-2026-000011-2,2024-12-10T12:00:00Z,2024-12-10T12:00:00Z,ER-2026-000011
RLE-000011-3,RC-2026-0011,Return,2024-12-12T12:00:00Z,STF-009,,,,Return event for RC-2026-0011,EquipmentRENTAL_LCversion,ER-2026-000011-3,2024-12-12T12:00:00Z,2024-12-12T12:00:00Z,ER-2026-000011
RLE-000012-1,RC-2026-0012,Rent,2024-11-16T12:00:00Z,STF-013,,,,Rent event for RC-2026-0012,EquipmentRENTAL_LCversion,ER-2026-000012-1,2024-11-16T12:00:00Z,2024-11-16T12:00:00Z,ER-2026-000012
RLE-000012-2,RC-2026-0012,Return Requested,2024-11-28T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0012,EquipmentRENTAL_LCversion,ER-2026-000012-2,2024-11-28T12:00:00Z,2024-11-28T12:00:00Z,ER-2026-000012
RLE-000012-3,RC-2026-0012,Return,2024-11-30T12:00:00Z,STF-013,,,,Return event for RC-2026-0012,EquipmentRENTAL_LCversion,ER-2026-000012-3,2024-11-30T12:00:00Z,2024-11-30T12:00:00Z,ER-2026-000012
RLE-000013-1,RC-2026-0013,Rent,2024-11-25T12:00:00Z,STF-001,,,,Rent event for RC-2026-0013,EquipmentRENTAL_LCversion,ER-2026-000013-1,2024-11-25T12:00:00Z,2024-11-25T12:00:00Z,ER-2026-000013
RLE-000013-2,RC-2026-0013,Return Requested,2024-12-14T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0013,EquipmentRENTAL_LCversion,ER-2026-000013-2,2024-12-14T12:00:00Z,2024-12-14T12:00:00Z,ER-2026-000013
RLE-000013-3,RC-2026-0013,Return,2024-12-16T12:00:00Z,STF-001,,,,Return event for RC-2026-0013,EquipmentRENTAL_LCversion,ER-2026-000013-3,2024-12-16T12:00:00Z,2024-12-16T12:00:00Z,ER-2026-000013
RLE-000014-1,RC-2026-0014,Rent,2024-12-04T12:00:00Z,STF-005,,,,Rent event for RC-2026-0014,EquipmentRENTAL_LCversion,ER-2026-000014-1,2024-12-04T12:00:00Z,2024-12-04T12:00:00Z,ER-2026-000014
RLE-000014-2,RC-2026-0014,Extend,2025-01-01T12:00:00Z,STF-005,2025-01-01,2025-01-22,Project Delay,Extend event for RC-2026-0014,EquipmentRENTAL_LCversion,ER-2026-000014-2,2025-01-01T12:00:00Z,2025-01-01T12:00:00Z,ER-2026-000014
RLE-000015-1,RC-2026-0015,Rent,2024-12-13T12:00:00Z,STF-009,,,,Rent event for RC-2026-0015,EquipmentRENTAL_LCversion,ER-2026-000015-1,2024-12-13T12:00:00Z,2024-12-13T12:00:00Z,ER-2026-000015
RLE-000015-2,RC-2026-0015,Return Requested,2025-01-15T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0015,EquipmentRENTAL_LCversion,ER-2026-000015-2,2025-01-15T12:00:00Z,2025-01-15T12:00:00Z,ER-2026-000015
RLE-000015-3,RC-2026-0015,Return,2025-01-17T12:00:00Z,STF-009,,,,Return event for RC-2026-0015,EquipmentRENTAL_LCversion,ER-2026-000015-3,2025-01-17T12:00:00Z,2025-01-17T12:00:00Z,ER-2026-000015
RLE-000016-1,RC-2026-0016,Rent,2024-12-22T12:00:00Z,STF-013,,,,Rent event for RC-2026-0016,EquipmentRENTAL_LCversion,ER-2026-000016-1,2024-12-22T12:00:00Z,2024-12-22T12:00:00Z,ER-2026-000016
RLE-000016-2,RC-2026-0016,Return Requested,2025-01-03T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0016,EquipmentRENTAL_LCversion,ER-2026-000016-2,2025-01-03T12:00:00Z,2025-01-03T12:00:00Z,ER-2026-000016
RLE-000016-3,RC-2026-0016,Return,2025-01-05T12:00:00Z,STF-013,,,,Return event for RC-2026-0016,EquipmentRENTAL_LCversion,ER-2026-000016-3,2025-01-05T12:00:00Z,2025-01-05T12:00:00Z,ER-2026-000016
RLE-000017-1,RC-2026-0017,Rent,2024-12-31T12:00:00Z,STF-001,,,,Rent event for RC-2026-0017,EquipmentRENTAL_LCversion,ER-2026-000017-1,2024-12-31T12:00:00Z,2024-12-31T12:00:00Z,ER-2026-000017
RLE-000017-2,RC-2026-0017,Cancel,2025-01-02T12:00:00Z,STF-001,,,No Longer Needed,Cancel event for RC-2026-0017,EquipmentRENTAL_LCversion,ER-2026-000017-2,2025-01-02T12:00:00Z,2025-01-02T12:00:00Z,ER-2026-000017
RLE-000018-1,RC-2026-0018,Rent,2025-01-09T12:00:00Z,STF-005,,,,Rent event for RC-2026-0018,EquipmentRENTAL_LCversion,ER-2026-000018-1,2025-01-09T12:00:00Z,2025-01-09T12:00:00Z,ER-2026-000018
RLE-000018-2,RC-2026-0018,Return Requested,2025-02-04T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0018,EquipmentRENTAL_LCversion,ER-2026-000018-2,2025-02-04T12:00:00Z,2025-02-04T12:00:00Z,ER-2026-000018
RLE-000018-3,RC-2026-0018,Return,2025-02-06T12:00:00Z,STF-005,,,,Return event for RC-2026-0018,EquipmentRENTAL_LCversion,ER-2026-000018-3,2025-02-06T12:00:00Z,2025-02-06T12:00:00Z,ER-2026-000018
RLE-000019-1,RC-2026-0019,Rent,2025-01-18T12:00:00Z,STF-009,,,,Rent event for RC-2026-0019,EquipmentRENTAL_LCversion,ER-2026-000019-1,2025-01-18T12:00:00Z,2025-01-18T12:00:00Z,ER-2026-000019
RLE-000019-2,RC-2026-0019,Return Requested,2025-02-20T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0019,EquipmentRENTAL_LCversion,ER-2026-000019-2,2025-02-20T12:00:00Z,2025-02-20T12:00:00Z,ER-2026-000019
RLE-000019-3,RC-2026-0019,Return,2025-02-22T12:00:00Z,STF-009,,,,Return event for RC-2026-0019,EquipmentRENTAL_LCversion,ER-2026-000019-3,2025-02-22T12:00:00Z,2025-02-22T12:00:00Z,ER-2026-000019
RLE-000020-1,RC-2026-0020,Rent,2025-01-27T12:00:00Z,STF-013,,,,Rent event for RC-2026-0020,EquipmentRENTAL_LCversion,ER-2026-000020-1,2025-01-27T12:00:00Z,2025-01-27T12:00:00Z,ER-2026-000020
RLE-000020-2,RC-2026-0020,Return Requested,2025-02-08T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0020,EquipmentRENTAL_LCversion,ER-2026-000020-2,2025-02-08T12:00:00Z,2025-02-08T12:00:00Z,ER-2026-000020
RLE-000020-3,RC-2026-0020,Return,2025-02-10T12:00:00Z,STF-013,,,,Return event for RC-2026-0020,EquipmentRENTAL_LCversion,ER-2026-000020-3,2025-02-10T12:00:00Z,2025-02-10T12:00:00Z,ER-2026-000020
RLE-000021-1,RC-2026-0021,Rent,2025-02-05T12:00:00Z,STF-001,,,,Rent event for RC-2026-0021,EquipmentRENTAL_LCversion,ER-2026-000021-1,2025-02-05T12:00:00Z,2025-02-05T12:00:00Z,ER-2026-000021
RLE-000021-2,RC-2026-0021,Extend,2025-02-26T12:00:00Z,STF-001,2025-02-26,2025-03-19,Project Delay,Extend event for RC-2026-0021,EquipmentRENTAL_LCversion,ER-2026-000021-2,2025-02-26T12:00:00Z,2025-02-26T12:00:00Z,ER-2026-000021
RLE-000022-1,RC-2026-0022,Rent,2025-02-14T12:00:00Z,STF-005,,,,Rent event for RC-2026-0022,EquipmentRENTAL_LCversion,ER-2026-000022-1,2025-02-14T12:00:00Z,2025-02-14T12:00:00Z,ER-2026-000022
RLE-000022-2,RC-2026-0022,Return Requested,2025-03-12T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0022,EquipmentRENTAL_LCversion,ER-2026-000022-2,2025-03-12T12:00:00Z,2025-03-12T12:00:00Z,ER-2026-000022
RLE-000022-3,RC-2026-0022,Return,2025-03-14T12:00:00Z,STF-005,,,,Return event for RC-2026-0022,EquipmentRENTAL_LCversion,ER-2026-000022-3,2025-03-14T12:00:00Z,2025-03-14T12:00:00Z,ER-2026-000022
RLE-000023-1,RC-2026-0023,Rent,2025-02-23T12:00:00Z,STF-009,,,,Rent event for RC-2026-0023,EquipmentRENTAL_LCversion,ER-2026-000023-1,2025-02-23T12:00:00Z,2025-02-23T12:00:00Z,ER-2026-000023
RLE-000023-2,RC-2026-0023,Return Requested,2025-03-28T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0023,EquipmentRENTAL_LCversion,ER-2026-000023-2,2025-03-28T12:00:00Z,2025-03-28T12:00:00Z,ER-2026-000023
RLE-000023-3,RC-2026-0023,Return,2025-03-30T12:00:00Z,STF-009,,,,Return event for RC-2026-0023,EquipmentRENTAL_LCversion,ER-2026-000023-3,2025-03-30T12:00:00Z,2025-03-30T12:00:00Z,ER-2026-000023
RLE-000024-1,RC-2026-0024,Rent,2025-03-04T12:00:00Z,STF-013,,,,Rent event for RC-2026-0024,EquipmentRENTAL_LCversion,ER-2026-000024-1,2025-03-04T12:00:00Z,2025-03-04T12:00:00Z,ER-2026-000024
RLE-000024-2,RC-2026-0024,Return Requested,2025-03-16T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0024,EquipmentRENTAL_LCversion,ER-2026-000024-2,2025-03-16T12:00:00Z,2025-03-16T12:00:00Z,ER-2026-000024
RLE-000024-3,RC-2026-0024,Return,2025-03-18T12:00:00Z,STF-013,,,,Return event for RC-2026-0024,EquipmentRENTAL_LCversion,ER-2026-000024-3,2025-03-18T12:00:00Z,2025-03-18T12:00:00Z,ER-2026-000024
RLE-000025-1,RC-2026-0025,Rent,2025-03-13T12:00:00Z,STF-001,,,,Rent event for RC-2026-0025,EquipmentRENTAL_LCversion,ER-2026-000025-1,2025-03-13T12:00:00Z,2025-03-13T12:00:00Z,ER-2026-000025
RLE-000025-2,RC-2026-0025,Return Requested,2025-04-01T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0025,EquipmentRENTAL_LCversion,ER-2026-000025-2,2025-04-01T12:00:00Z,2025-04-01T12:00:00Z,ER-2026-000025
RLE-000025-3,RC-2026-0025,Return,2025-04-03T12:00:00Z,STF-001,,,,Return event for RC-2026-0025,EquipmentRENTAL_LCversion,ER-2026-000025-3,2025-04-03T12:00:00Z,2025-04-03T12:00:00Z,ER-2026-000025
RLE-000026-1,RC-2026-0026,Rent,2025-03-22T12:00:00Z,STF-005,,,,Rent event for RC-2026-0026,EquipmentRENTAL_LCversion,ER-2026-000026-1,2025-03-22T12:00:00Z,2025-03-22T12:00:00Z,ER-2026-000026
RLE-000026-2,RC-2026-0026,Return Requested,2025-04-17T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0026,EquipmentRENTAL_LCversion,ER-2026-000026-2,2025-04-17T12:00:00Z,2025-04-17T12:00:00Z,ER-2026-000026
RLE-000026-3,RC-2026-0026,Return,2025-04-19T12:00:00Z,STF-005,,,,Return event for RC-2026-0026,EquipmentRENTAL_LCversion,ER-2026-000026-3,2025-04-19T12:00:00Z,2025-04-19T12:00:00Z,ER-2026-000026
RLE-000027-1,RC-2026-0027,Rent,2025-03-31T12:00:00Z,STF-009,,,,Rent event for RC-2026-0027,EquipmentRENTAL_LCversion,ER-2026-000027-1,2025-03-31T12:00:00Z,2025-03-31T12:00:00Z,ER-2026-000027
RLE-000027-2,RC-2026-0027,Return Requested,2025-05-03T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0027,EquipmentRENTAL_LCversion,ER-2026-000027-2,2025-05-03T12:00:00Z,2025-05-03T12:00:00Z,ER-2026-000027
RLE-000027-3,RC-2026-0027,Return,2025-05-05T12:00:00Z,STF-009,,,,Return event for RC-2026-0027,EquipmentRENTAL_LCversion,ER-2026-000027-3,2025-05-05T12:00:00Z,2025-05-05T12:00:00Z,ER-2026-000027
RLE-000028-1,RC-2026-0028,Rent,2025-04-09T12:00:00Z,STF-013,,,,Rent event for RC-2026-0028,EquipmentRENTAL_LCversion,ER-2026-000028-1,2025-04-09T12:00:00Z,2025-04-09T12:00:00Z,ER-2026-000028
RLE-000028-2,RC-2026-0028,Extend,2025-04-23T12:00:00Z,STF-013,2025-04-23,2025-05-14,Project Delay,Extend event for RC-2026-0028,EquipmentRENTAL_LCversion,ER-2026-000028-2,2025-04-23T12:00:00Z,2025-04-23T12:00:00Z,ER-2026-000028
RLE-000029-1,RC-2026-0029,Rent,2025-04-18T12:00:00Z,STF-001,,,,Rent event for RC-2026-0029,EquipmentRENTAL_LCversion,ER-2026-000029-1,2025-04-18T12:00:00Z,2025-04-18T12:00:00Z,ER-2026-000029
RLE-000029-2,RC-2026-0029,Return Requested,2025-05-07T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0029,EquipmentRENTAL_LCversion,ER-2026-000029-2,2025-05-07T12:00:00Z,2025-05-07T12:00:00Z,ER-2026-000029
RLE-000029-3,RC-2026-0029,Return,2025-05-09T12:00:00Z,STF-001,,,,Return event for RC-2026-0029,EquipmentRENTAL_LCversion,ER-2026-000029-3,2025-05-09T12:00:00Z,2025-05-09T12:00:00Z,ER-2026-000029
RLE-000030-1,RC-2026-0030,Rent,2025-04-27T12:00:00Z,STF-005,,,,Rent event for RC-2026-0030,EquipmentRENTAL_LCversion,ER-2026-000030-1,2025-04-27T12:00:00Z,2025-04-27T12:00:00Z,ER-2026-000030
RLE-000030-2,RC-2026-0030,Return Requested,2025-05-23T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0030,EquipmentRENTAL_LCversion,ER-2026-000030-2,2025-05-23T12:00:00Z,2025-05-23T12:00:00Z,ER-2026-000030
RLE-000030-3,RC-2026-0030,Return,2025-05-25T12:00:00Z,STF-005,,,,Return event for RC-2026-0030,EquipmentRENTAL_LCversion,ER-2026-000030-3,2025-05-25T12:00:00Z,2025-05-25T12:00:00Z,ER-2026-000030
RLE-000031-1,RC-2026-0031,Rent,2025-05-06T12:00:00Z,STF-009,,,,Rent event for RC-2026-0031,EquipmentRENTAL_LCversion,ER-2026-000031-1,2025-05-06T12:00:00Z,2025-05-06T12:00:00Z,ER-2026-000031
RLE-000031-2,RC-2026-0031,Return Requested,2025-06-08T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0031,EquipmentRENTAL_LCversion,ER-2026-000031-2,2025-06-08T12:00:00Z,2025-06-08T12:00:00Z,ER-2026-000031
RLE-000031-3,RC-2026-0031,Return,2025-06-10T12:00:00Z,STF-009,,,,Return event for RC-2026-0031,EquipmentRENTAL_LCversion,ER-2026-000031-3,2025-06-10T12:00:00Z,2025-06-10T12:00:00Z,ER-2026-000031
RLE-000032-1,RC-2026-0032,Rent,2025-05-15T12:00:00Z,STF-013,,,,Rent event for RC-2026-0032,EquipmentRENTAL_LCversion,ER-2026-000032-1,2025-05-15T12:00:00Z,2025-05-15T12:00:00Z,ER-2026-000032
RLE-000032-2,RC-2026-0032,Return Requested,2025-05-27T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0032,EquipmentRENTAL_LCversion,ER-2026-000032-2,2025-05-27T12:00:00Z,2025-05-27T12:00:00Z,ER-2026-000032
RLE-000032-3,RC-2026-0032,Return,2025-05-29T12:00:00Z,STF-013,,,,Return event for RC-2026-0032,EquipmentRENTAL_LCversion,ER-2026-000032-3,2025-05-29T12:00:00Z,2025-05-29T12:00:00Z,ER-2026-000032
RLE-000033-1,RC-2026-0033,Rent,2025-05-24T12:00:00Z,STF-001,,,,Rent event for RC-2026-0033,EquipmentRENTAL_LCversion,ER-2026-000033-1,2025-05-24T12:00:00Z,2025-05-24T12:00:00Z,ER-2026-000033
RLE-000033-2,RC-2026-0033,Return Requested,2025-06-12T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0033,EquipmentRENTAL_LCversion,ER-2026-000033-2,2025-06-12T12:00:00Z,2025-06-12T12:00:00Z,ER-2026-000033
RLE-000033-3,RC-2026-0033,Return,2025-06-14T12:00:00Z,STF-001,,,,Return event for RC-2026-0033,EquipmentRENTAL_LCversion,ER-2026-000033-3,2025-06-14T12:00:00Z,2025-06-14T12:00:00Z,ER-2026-000033
RLE-000034-1,RC-2026-0034,Rent,2025-06-02T12:00:00Z,STF-005,,,,Rent event for RC-2026-0034,EquipmentRENTAL_LCversion,ER-2026-000034-1,2025-06-02T12:00:00Z,2025-06-02T12:00:00Z,ER-2026-000034
RLE-000034-2,RC-2026-0034,Cancel,2025-06-04T12:00:00Z,STF-005,,,No Longer Needed,Cancel event for RC-2026-0034,EquipmentRENTAL_LCversion,ER-2026-000034-2,2025-06-04T12:00:00Z,2025-06-04T12:00:00Z,ER-2026-000034
RLE-000035-1,RC-2026-0035,Rent,2025-06-11T12:00:00Z,STF-009,,,,Rent event for RC-2026-0035,EquipmentRENTAL_LCversion,ER-2026-000035-1,2025-06-11T12:00:00Z,2025-06-11T12:00:00Z,ER-2026-000035
RLE-000035-2,RC-2026-0035,Extend,2025-07-16T12:00:00Z,STF-009,2025-07-16,2025-08-06,Project Delay,Extend event for RC-2026-0035,EquipmentRENTAL_LCversion,ER-2026-000035-2,2025-07-16T12:00:00Z,2025-07-16T12:00:00Z,ER-2026-000035
RLE-000036-1,RC-2026-0036,Rent,2025-06-20T12:00:00Z,STF-013,,,,Rent event for RC-2026-0036,EquipmentRENTAL_LCversion,ER-2026-000036-1,2025-06-20T12:00:00Z,2025-06-20T12:00:00Z,ER-2026-000036
RLE-000036-2,RC-2026-0036,Return Requested,2025-07-02T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0036,EquipmentRENTAL_LCversion,ER-2026-000036-2,2025-07-02T12:00:00Z,2025-07-02T12:00:00Z,ER-2026-000036
RLE-000036-3,RC-2026-0036,Return,2025-07-04T12:00:00Z,STF-013,,,,Return event for RC-2026-0036,EquipmentRENTAL_LCversion,ER-2026-000036-3,2025-07-04T12:00:00Z,2025-07-04T12:00:00Z,ER-2026-000036
RLE-000037-1,RC-2026-0037,Rent,2025-06-29T12:00:00Z,STF-001,,,,Rent event for RC-2026-0037,EquipmentRENTAL_LCversion,ER-2026-000037-1,2025-06-29T12:00:00Z,2025-06-29T12:00:00Z,ER-2026-000037
RLE-000037-2,RC-2026-0037,Return Requested,2025-07-18T12:00:00Z,STF-001,,,,Return Requested event for RC-2026-0037,EquipmentRENTAL_LCversion,ER-2026-000037-2,2025-07-18T12:00:00Z,2025-07-18T12:00:00Z,ER-2026-000037
RLE-000037-3,RC-2026-0037,Return,2025-07-20T12:00:00Z,STF-001,,,,Return event for RC-2026-0037,EquipmentRENTAL_LCversion,ER-2026-000037-3,2025-07-20T12:00:00Z,2025-07-20T12:00:00Z,ER-2026-000037
RLE-000038-1,RC-2026-0038,Rent,2025-07-08T12:00:00Z,STF-005,,,,Rent event for RC-2026-0038,EquipmentRENTAL_LCversion,ER-2026-000038-1,2025-07-08T12:00:00Z,2025-07-08T12:00:00Z,ER-2026-000038
RLE-000038-2,RC-2026-0038,Return Requested,2025-08-03T12:00:00Z,STF-005,,,,Return Requested event for RC-2026-0038,EquipmentRENTAL_LCversion,ER-2026-000038-2,2025-08-03T12:00:00Z,2025-08-03T12:00:00Z,ER-2026-000038
RLE-000038-3,RC-2026-0038,Return,2025-08-05T12:00:00Z,STF-005,,,,Return event for RC-2026-0038,EquipmentRENTAL_LCversion,ER-2026-000038-3,2025-08-05T12:00:00Z,2025-08-05T12:00:00Z,ER-2026-000038
RLE-000039-1,RC-2026-0039,Rent,2025-07-17T12:00:00Z,STF-009,,,,Rent event for RC-2026-0039,EquipmentRENTAL_LCversion,ER-2026-000039-1,2025-07-17T12:00:00Z,2025-07-17T12:00:00Z,ER-2026-000039
RLE-000039-2,RC-2026-0039,Return Requested,2025-08-19T12:00:00Z,STF-009,,,,Return Requested event for RC-2026-0039,EquipmentRENTAL_LCversion,ER-2026-000039-2,2025-08-19T12:00:00Z,2025-08-19T12:00:00Z,ER-2026-000039
